Sl. No,UNITS,Population in Lakhs,Crime rate for 2021,Category,Crime_Type,Crimes,Year,% Variation in 2021 over 2020
1,Cyberabad,62,22.31,Bodily Crimes,Hurt,1512,2020,0
2,Hyderabad,39.43,34.9,Bodily Crimes,Hurt,1203,2020,0
3,Karimnagar,10.05,61,Bodily Crimes,Hurt,630,2020,0
4,Khammam,15.59,54.65,Bodily Crimes,Hurt,837,2020,0
5,Nizamabad,15.71,38.96,Bodily Crimes,Hurt,687,2020,0
6,Rachakonda,52,37.42,Bodily Crimes,Hurt,1848,2020,0
7,Ramagundam,16.02,56.74,Bodily Crimes,Hurt,888,2020,0
8,Siddipet,10.55,79.53,Bodily Crimes,Hurt,861,2020,0
9,Warangal,23.65,65.2,Bodily Crimes,Hurt,1352,2020,0
10,Adilabad,8.51,25.15,Bodily Crimes,Hurt,217,2020,0
11,Bhadradri Kothagudem,13.96,42.69,Bodily Crimes,Hurt,702,2020,0
12,Jagtial,9.85,77.06,Bodily Crimes,Hurt,679,2020,0
13,Jayashankar Bhupalpally,4.5,60.89,Bodily Crimes,Hurt,402,2020,0
14,Jogulamba Gadwal,6.09,52.55,Bodily Crimes,Hurt,291,2020,0
15,Kamareddy,9.94,69.01,Bodily Crimes,Hurt,579,2020,0
16,Kumaram Bheem Asifabad,5.38,40.71,Bodily Crimes,Hurt,219,2020,0
17,Mahabubabad,7.74,60.98,Bodily Crimes,Hurt,478,2020,0
18,Mahabubnagar,9.16,46.29,Bodily Crimes,Hurt,404,2020,0
19,Medak,7.67,60.23,Bodily Crimes,Hurt,537,2020,0
20,Mulugu,2.94,52.72,Bodily Crimes,Hurt,150,2020,0
21,Nagarkurnool,8.61,68.99,Bodily Crimes,Hurt,560,2020,0
22,Nalgonda,16.18,44.19,Bodily Crimes,Hurt,973,2020,0
23,Narayanpet,5.66,41.87,Bodily Crimes,Hurt,298,2020,0
24,Nirmal,7.09,40.76,Bodily Crimes,Hurt,247,2020,0
25,Rajanna Siricilla,5.98,75.75,Bodily Crimes,Hurt,481,2020,0
26,Sanga Reddy,15.27,41.26,Bodily Crimes,Hurt,631,2020,0
27,Suryapet,10.99,81.16,Bodily Crimes,Hurt,945,2020,0
28,Vikarabad,9.41,56.54,Bodily Crimes,Hurt,545,2020,0
29,Wanaparthy,5.77,51.99,Bodily Crimes,Hurt,339,2020,0
30,RP Secunderabad,,,Bodily Crimes,Hurt,8,2020,0
31,CID,,,Bodily Crimes,Hurt,,2020,0
32,Cyberabad,62,1.85,Bodily Crimes,Murder,79,2020,0
33,Hyderabad,39.43,2.26,Bodily Crimes,Murder,67,2020,0
34,Karimnagar,10.05,1.09,Bodily Crimes,Murder,15,2020,0
35,Khammam,15.59,1.28,Bodily Crimes,Murder,28,2020,0
36,Nizamabad,15.71,2.74,Bodily Crimes,Murder,36,2020,0
37,Rachakonda,52,1.56,Bodily Crimes,Murder,66,2020,0
38,Ramagundam,16.02,1.87,Bodily Crimes,Murder,28,2020,0
39,Siddipet,10.55,1.42,Bodily Crimes,Murder,20,2020,0
40,Warangal,23.65,2.07,Bodily Crimes,Murder,33,2020,0
41,Adilabad,8.51,1.65,Bodily Crimes,Murder,11,2020,0
42,Bhadradri Kothagudem,13.96,1.07,Bodily Crimes,Murder,22,2020,0
43,Jagtial,9.85,2.84,Bodily Crimes,Murder,24,2020,0
44,Jayashankar Bhupalpally,4.5,2.89,Bodily Crimes,Murder,10,2020,0
45,Jogulamba Gadwal,6.09,3.28,Bodily Crimes,Murder,8,2020,0
46,Kamareddy,9.94,3.02,Bodily Crimes,Murder,28,2020,0
47,Kumaram Bheem Asifabad,5.38,3.16,Bodily Crimes,Murder,18,2020,0
48,Mahabubabad,7.74,2.58,Bodily Crimes,Murder,16,2020,0
49,Mahabubnagar,9.16,2.51,Bodily Crimes,Murder,16,2020,0
50,Medak,7.67,3.65,Bodily Crimes,Murder,26,2020,0
51,Mulugu,2.94,2.04,Bodily Crimes,Murder,6,2020,0
52,Nagarkumool,8.61,2.67,Bodily Crimes,Murder,25,2020,0
53,Nalgonda,16.18,3.28,Bodily Crimes,Murder,26,2020,0
54,Narayanpet,5.66,1.94,Bodily Crimes,Murder,6,2020,0
55,Nirmal,7.09,1.83,Bodily Crimes,Murder,19,2020,0
56,Rajanna Sircilla,5.98,2.34,Bodily Crimes,Murder,13,2020,0
57,Sanga Reddy,15.27,3.67,Bodily Crimes,Murder,34,2020,0
58,Suryapet,10.99,2.46,Bodily Crimes,Murder,24,2020,0
59,Vikarabad,9.41,3.29,Bodily Crimes,Murder,21,2020,0
60,Wanaparthy,5.77,1.56,Bodily Crimes,Murder,11,2020,0
61,RP Secunderabad,,,Bodily Crimes,Murder,0,2020,0
62,CID,,,Bodily Crimes,Murder,,2020,0
63,Cyberabad,62,5.87,Bodily Crimes,Rape,283,2020,0
64,Hyderabad,39.43,9.03,Bodily Crimes,Rape,288,2020,0
65,Karimnagar,10.05,4.18,Bodily Crimes,Rape,30,2020,0
66,Khammam,15.59,6.48,Bodily Crimes,Rape,78,2020,0
67,Nizamabad,15.71,2.48,Bodily Crimes,Rape,39,2020,0
68,Rachakonda,52,7.62,Bodily Crimes,Rape,334,2020,0
69,Ramagundam,16.02,6.24,Bodily Crimes,Rape,71,2020,0
70,Siddipet,10.55,7.77,Bodily Crimes,Rape,49,2020,0
71,Warangal,23.65,3.55,Bodily Crimes,Rape,61,2020,0
72,Adilabad,8.51,3.53,Bodily Crimes,Rape,34,2020,0
73,Bhadradri Kothagudem,13.96,7.31,Bodily Crimes,Rape,99,2020,0
74,Jagtial,9.85,5.18,Bodily Crimes,Rape,40,2020,0
75,Jayashankar Bhupalpally,4.5,2,Bodily Crimes,Rape,16,2020,0
76,Jogulamba Gadwal,6.09,5.25,Bodily Crimes,Rape,34,2020,0
77,Kamareddy,9.94,5.53,Bodily Crimes,Rape,47,2020,0
78,Kumaram Bheem Asifabad,5.38,3.35,Bodily Crimes,Rape,22,2020,0
79,Mahabubabad,7.74,3.88,Bodily Crimes,Rape,35,2020,0
80,Mahabubnagar,9.16,9.61,Bodily Crimes,Rape,64,2020,0
81,Medak,7.67,6.78,Bodily Crimes,Rape,38,2020,0
82,Mulugu,2.94,12.93,Bodily Crimes,Rape,25,2020,0
83,Nagarkumool,8.61,5.81,Bodily Crimes,Rape,42,2020,0
84,Nalgonda,16.18,5.81,Bodily Crimes,Rape,54,2020,0
85,Narayanpet,5.66,10.25,Bodily Crimes,Rape,55,2020,0
86,Nirmal,7.09,2.4,Bodily Crimes,Rape,19,2020,0
87,Rajanna Siricilla,5.98,5.35,Bodily Crimes,Rape,44,2020,0
88,Sanga Reddy,15.27,3.73,Bodily Crimes,Rape,36,2020,0
89,Suryapet,10.99,7.64,Bodily Crimes,Rape,64,2020,0
90,Vikarabad,9.41,7.86,Bodily Crimes,Rape,63,2020,0
91,Wanaparthy,5.77,7.28,Bodily Crimes,Rape,37,2020,0
92,RP Secunderabad,,,Bodily Crimes,Rape,0,2020,0
93,CID,,,Bodily Crimes,Rape,,2020,0
94,Cyberabad,62,0.11,Bodily Crimes,Rioting,8,2020,0
95,Hyderabad,39.43,0.28,Bodily Crimes,Rioting,19,2020,0
96,Karimnagar,10.05,2.89,Bodily Crimes,Rioting,19,2020,0
97,Khammam,15.59,1.22,Bodily Crimes,Rioting,36,2020,0
98,Nizamabad,15.71,1.21,Bodily Crimes,Rioting,27,2020,0
99,Rachakonda,52,1.73,Bodily Crimes,Rioting,117,2020,0
100,Ramagundam,16.02,0.62,Bodily Crimes,Rioting,19,2020,0
101,Siddipet,10.55,0.09,Bodily Crimes,Rioting,7,2020,0
102,Warangal,23.65,1.61,Bodily Crimes,Rioting,59,2020,0
103,Adilabad,8.51,1.88,Bodily Crimes,Rioting,19,2020,0
104,Bhadradri Kothagudem,13.96,3.51,Bodily Crimes,Rioting,67,2020,0
105,Jagtial,9.85,1.62,Bodily Crimes,Rioting,21,2020,0
106,Jayashankar Bhupalpally,4.5,1.11,Bodily Crimes,Rioting,7,2020,0
107,Jogulamba Gadwal,6.09,0.49,Bodily Crimes,Rioting,5,2020,0
108,Kamareddy,9.94,2.11,Bodily Crimes,Rioting,26,2020,0
109,Kumaram Bheem Asifabad,5.38,0.56,Bodily Crimes,Rioting,9,2020,0
110,Mahabubabad,7.74,12.53,Bodily Crimes,Rioting,145,2020,0
111,Mahabubnagar,9.16,0.33,Bodily Crimes,Rioting,2,2020,0
112,Medak,7.67,0.39,Bodily Crimes,Rioting,5,2020,0
113,Mulugu,2.94,9.18,Bodily Crimes,Rioting,11,2020,0
114,Nagarkurnool,8.61,0,Bodily Crimes,Rioting,1,2020,0
115,Nalgonda,16.18,1.05,Bodily Crimes,Rioting,31,2020,0
116,Narayanpet,5.66,0.53,Bodily Crimes,Rioting,9,2020,0
117,Nirmal,7.09,2.12,Bodily Crimes,Rioting,21,2020,0
118,Rajanna Siricilla,5.98,0.67,Bodily Crimes,Rioting,22,2020,0
119,Sanga Reddy,15.27,0.07,Bodily Crimes,Rioting,16,2020,0
120,Suryapet,10.99,2.09,Bodily Crimes,Rioting,17,2020,0
121,Vikarabad,9.41,0.32,Bodily Crimes,Rioting,6,2020,0
122,Wanaparthy,5.77,0.17,Bodily Crimes,Rioting,5,2020,0
123,RP Secunderabad,,,Bodily Crimes,Rioting,0,2020,0
124,CID,,,Bodily Crimes,Rioting,,2020,0
125,Cyberabad,62,6.258064516,Crime Against Children,Kidnapping_Abduction,388,2020,0
126,Hyderabad,39.43,2.409332995,Crime Against Children,Kidnapping_Abduction,95,2020,0
127,Karimnagar,10.05,0.696517413,Crime Against Children,Kidnapping_Abduction,7,2020,0
128,Khammam,15.59,5.772931366,Crime Against Children,Kidnapping_Abduction,90,2020,0
129,Nizamabad,15.71,1.01845958,Crime Against Children,Kidnapping_Abduction,16,2020,0
130,Rachakonda,52,1.096153846,Crime Against Children,Kidnapping_Abduction,57,2020,0
131,Ramagundam,16.02,2.247191011,Crime Against Children,Kidnapping_Abduction,36,2020,0
132,Siddipet,10.55,1.327014218,Crime Against Children,Kidnapping_Abduction,14,2020,0
133,Warangal,23.65,6.046511628,Crime Against Children,Kidnapping_Abduction,143,2020,0
134,Adilabad,8.51,2.115158637,Crime Against Children,Kidnapping_Abduction,18,2020,0
135,Bhadradri Kothagudem,13.96,5.229226361,Crime Against Children,Kidnapping_Abduction,73,2020,0
136,Jagtial,9.85,0.203045685,Crime Against Children,Kidnapping_Abduction,2,2020,0
137,Jayashankar Bhupalpally,4.5,6.444444444,Crime Against Children,Kidnapping_Abduction,29,2020,0
138,Jogulamba Gadwal,6.09,0.65681445,Crime Against Children,Kidnapping_Abduction,4,2020,0
139,Kamareddy,9.94,0.60362173,Crime Against Children,Kidnapping_Abduction,6,2020,0
140,Kumaram Bheem Asifabad,5.38,1.115241636,Crime Against Children,Kidnapping_Abduction,6,2020,0
141,Mahabubabad,7.74,4.651162791,Crime Against Children,Kidnapping_Abduction,36,2020,0
142,Mahabubnagar,9.16,6.331877729,Crime Against Children,Kidnapping_Abduction,58,2020,0
143,Medak,7.67,2.086049544,Crime Against Children,Kidnapping_Abduction,16,2020,0
144,Mulugu,2.94,3.741496599,Crime Against Children,Kidnapping_Abduction,11,2020,0
145,Nagarkurnool,8.61,4.645760743,Crime Against Children,Kidnapping_Abduction,40,2020,0
146,Nalgonda,16.18,0.803461063,Crime Against Children,Kidnapping_Abduction,13,2020,0
147,Narayanpet,5.66,2.296819788,Crime Against Children,Kidnapping_Abduction,13,2020,0
148,Nirmal,7.09,0.282087447,Crime Against Children,Kidnapping_Abduction,2,2020,0
149,Rajanna Sircilla,5.98,2.675585284,Crime Against Children,Kidnapping_Abduction,16,2020,0
150,Sanga Reddy,15.27,0.654878847,Crime Against Children,Kidnapping_Abduction,10,2020,0
151,Suryapet,10.99,2.729754322,Crime Against Children,Kidnapping_Abduction,30,2020,0
152,Vikarabad,9.41,2.763018066,Crime Against Children,Kidnapping_Abduction,26,2020,0
153,Wanaparthy,5.77,0.519930676,Crime Against Children,Kidnapping_Abduction,3,2020,0
154,RP Secunderabad,,,Crime Against Children,Kidnapping_Abduction,0,2020,0
155,CID,,,Crime Against Children,Kidnapping_Abduction,0,2020,0
156,Cyberabad,62,0.112903226,Crime Against Children,Murder,7,2020,0
157,Hyderabad,39.43,0,Crime Against Children,Murder,0,2020,0
158,Karimnagar,10.05,0.099502488,Crime Against Children,Murder,1,2020,0
159,Khammam,15.59,0.064143682,Crime Against Children,Murder,1,2020,0
160,Nizamabad,15.71,0.127307447,Crime Against Children,Murder,2,2020,0
161,Rachakonda,52,0,Crime Against Children,Murder,0,2020,0
162,Ramagundam,16.02,0,Crime Against Children,Murder,0,2020,0
163,Siddipet,10.55,0,Crime Against Children,Murder,0,2020,0
164,Warangal,23.65,0.169133192,Crime Against Children,Murder,4,2020,0
165,Adilabad,8.51,0,Crime Against Children,Murder,0,2020,0
166,Bhadradri Kothagudem,13.96,0,Crime Against Children,Murder,0,2020,0
167,Jagtial,9.85,0,Crime Against Children,Murder,0,2020,0
168,Jayashankar Bhupalpally,4.5,0,Crime Against Children,Murder,0,2020,0
169,Jogulamba Gadwal,6.09,0.164203612,Crime Against Children,Murder,1,2020,0
170,Kamareddy,9.94,0.201207243,Crime Against Children,Murder,2,2020,0
171,Kumaram Bheem Asifabad,5.38,0,Crime Against Children,Murder,0,2020,0
172,Mahabubabad,7.74,0.129198966,Crime Against Children,Murder,1,2020,0
173,Mahabubnagar,9.16,0,Crime Against Children,Murder,0,2020,0
174,Medak,7.67,0.130378096,Crime Against Children,Murder,1,2020,0
175,Mulugu,2.94,0,Crime Against Children,Murder,0,2020,0
176,Nagarkurnool,8.61,0.232288037,Crime Against Children,Murder,2,2020,0
177,Nalgonda,16.18,0,Crime Against Children,Murder,0,2020,0
178,Narayanpet,5.66,0,Crime Against Children,Murder,0,2020,0
179,Nirmal,7.09,0.141043724,Crime Against Children,Murder,1,2020,0
180,Rajanna Sircilla,5.98,0,Crime Against Children,Murder,0,2020,0
181,Sanga Reddy,15.27,0.261951539,Crime Against Children,Murder,4,2020,0
182,Suryapet,10.99,0.090991811,Crime Against Children,Murder,1,2020,0
183,Vikarabad,9.41,0.212539851,Crime Against Children,Murder,2,2020,0
184,Wanaparthy,5.77,0,Crime Against Children,Murder,0,2020,0
185,RP Secunderabad,,,Crime Against Children,Murder,0,2020,0
186,CID,,,Crime Against Children,Murder,0,2020,0
187,Cyberabad,62,3.048387097,Crime Against Children,Rape,189,2020,0
188,Hyderabad,39.43,5.630230789,Crime Against Children,Rape,222,2020,0
189,Karimnagar,10.05,1.293532338,Crime Against Children,Rape,13,2020,0
190,Khammam,15.59,3.592046183,Crime Against Children,Rape,56,2020,0
191,Nizamabad,15.71,1.654996817,Crime Against Children,Rape,26,2020,0
192,Rachakonda,52,3.596153846,Crime Against Children,Rape,187,2020,0
193,Ramagundam,16.02,2.621722846,Crime Against Children,Rape,42,2020,0
194,Siddipet,10.55,3.222748815,Crime Against Children,Rape,34,2020,0
195,Warangal,23.65,1.437632135,Crime Against Children,Rape,34,2020,0
196,Adilabad,8.51,3.172737955,Crime Against Children,Rape,27,2020,0
197,Bhadradri Kothagudem,13.96,5.085959885,Crime Against Children,Rape,71,2020,0
198,Jagtial,9.85,1.725888325,Crime Against Children,Rape,17,2020,0
199,Jayashankar Bhupalpally,4.5,2.444444444,Crime Against Children,Rape,11,2020,0
200,Jogulamba Gadwal,6.09,4.926108374,Crime Against Children,Rape,30,2020,0
201,Kamareddy,9.94,3.621730382,Crime Against Children,Rape,36,2020,0
202,Kumaram Bheem Asifabad,5.38,1.858736059,Crime Against Children,Rape,10,2020,0
203,Mahabubabad,7.74,3.100775194,Crime Against Children,Rape,24,2020,0
204,Mahabubnagar,9.16,5.131004367,Crime Against Children,Rape,47,2020,0
205,Medak,7.67,4.041720991,Crime Against Children,Rape,31,2020,0
206,Mulugu,2.94,6.12244898,Crime Against Children,Rape,18,2020,0
207,Nagarkurnool,8.61,3.019744483,Crime Against Children,Rape,26,2020,0
208,Nalgonda,16.18,2.472187886,Crime Against Children,Rape,40,2020,0
209,Narayanpet,5.66,8.127208481,Crime Against Children,Rape,46,2020,0
210,Nirmal,7.09,1.410437236,Crime Against Children,Rape,10,2020,0
211,Rajanna Sircilla,5.98,4.180602007,Crime Against Children,Rape,25,2020,0
212,Sanga Reddy,15.27,1.37524558,Crime Against Children,Rape,21,2020,0
213,Suryapet,10.99,3.73066424,Crime Against Children,Rape,41,2020,0
214,Vikarabad,9.41,5.738575983,Crime Against Children,Rape,54,2020,0
215,Wanaparthy,5.77,4.679376083,Crime Against Children,Rape,27,2020,0
216,RP Secunderabad,,,Crime Against Children,Rape,0,2020,0
217,CID,,,Crime Against Children,Rape,0,2020,0
218,Cyberabad,62,0.935483871,Crime Against Women,Abetment to Suicide,58,2020,0
219,Hyderabad,39.43,0.380420999,Crime Against Women,Abetment to Suicide,15,2020,0
220,Karimnagar,10.05,0.39800995,Crime Against Women,Abetment to Suicide,4,2020,0
221,Khammam,15.59,1.218729955,Crime Against Women,Abetment to Suicide,19,2020,0
222,Nizamabad,15.71,0.891152132,Crime Against Women,Abetment to Suicide,14,2020,0
223,Rachakonda,52,0.634615385,Crime Against Women,Abetment to Suicide,33,2020,0
224,Ramagundam,16.02,1.872659176,Crime Against Women,Abetment to Suicide,30,2020,0
225,Siddipet,10.55,0.947867299,Crime Against Women,Abetment to Suicide,10,2020,0
226,Warangal,23.65,1.226215645,Crime Against Women,Abetment to Suicide,29,2020,0
227,Adilabad,8.51,0.822561692,Crime Against Women,Abetment to Suicide,7,2020,0
228,Bhadradri Kothagudem,13.96,0.716332378,Crime Against Women,Abetment to Suicide,10,2020,0
229,Jagtial,9.85,0.812182741,Crime Against Women,Abetment to Suicide,8,2020,0
230,Jayashankar Bhupalpally,4.5,0.888888889,Crime Against Women,Abetment to Suicide,4,2020,0
231,Jogulamba Gadwal,6.09,0.65681445,Crime Against Women,Abetment to Suicide,4,2020,0
232,Kamareddy,9.94,0.704225352,Crime Against Women,Abetment to Suicide,7,2020,0
233,Kumaram Bheem Asifabad,5.38,1.486988848,Crime Against Women,Abetment to Suicide,8,2020,0
234,Mahabubabad,7.74,1.679586563,Crime Against Women,Abetment to Suicide,13,2020,0
235,Mahabubnagar,9.16,2.401746725,Crime Against Women,Abetment to Suicide,22,2020,0
236,Medak,7.67,1.173402868,Crime Against Women,Abetment to Suicide,9,2020,0
237,Mulugu,2.94,3.401360544,Crime Against Women,Abetment to Suicide,10,2020,0
238,Nagarkurnool,8.61,1.161440186,Crime Against Women,Abetment to Suicide,10,2020,0
239,Nalgonda,16.18,1.421508035,Crime Against Women,Abetment to Suicide,23,2020,0
240,Narayanpet,5.66,0.35335689,Crime Against Women,Abetment to Suicide,2,2020,0
241,Nirmal,7.09,0.846262341,Crime Against Women,Abetment to Suicide,6,2020,0
242,Rajanna Sircilla,5.98,1.170568562,Crime Against Women,Abetment to Suicide,7,2020,0
243,Sanga Reddy,15.27,0.523903078,Crime Against Women,Abetment to Suicide,8,2020,0
244,Suryapet,10.99,0.454959054,Crime Against Women,Abetment to Suicide,5,2020,0
245,Vikarabad,9.41,1.275239107,Crime Against Women,Abetment to Suicide,12,2020,0
246,Wanaparthy,5.77,0,Crime Against Women,Abetment to Suicide,0,2020,0
247,RP Secunderabad,,,Crime Against Women,Abetment to Suicide,0,2020,0
248,CID,,,Crime Against Women,Abetment to Suicide,0,2020,0
249,Cyberabad,62,0.322580645,Crime Against Women,Dowry Death,20,2020,0
250,Hyderabad,39.43,0.507227999,Crime Against Women,Dowry Death,20,2020,0
251,Karimnagar,10.05,0.099502488,Crime Against Women,Dowry Death,1,2020,0
252,Khammam,15.59,0.320718409,Crime Against Women,Dowry Death,5,2020,0
253,Nizamabad,15.71,0.190961171,Crime Against Women,Dowry Death,3,2020,0
254,Rachakonda,52,0.461538462,Crime Against Women,Dowry Death,24,2020,0
255,Ramagundam,16.02,0.436953808,Crime Against Women,Dowry Death,7,2020,0
256,Siddipet,10.55,0.379146919,Crime Against Women,Dowry Death,4,2020,0
257,Warangal,23.65,0.295983087,Crime Against Women,Dowry Death,7,2020,0
258,Adilabad,8.51,0.235017626,Crime Against Women,Dowry Death,2,2020,0
259,Bhadradri Kothagudem,13.96,0.071633238,Crime Against Women,Dowry Death,1,2020,0
260,Jagtial,9.85,0.406091371,Crime Against Women,Dowry Death,4,2020,0
261,Jayashankar Bhupalpally,4.5,0.888888889,Crime Against Women,Dowry Death,4,2020,0
262,Jogulamba Gadwal,6.09,0.492610837,Crime Against Women,Dowry Death,3,2020,0
263,Kamareddy,9.94,0.301810865,Crime Against Women,Dowry Death,3,2020,0
264,Kumaram Bheem Asifabad,5.38,0.92936803,Crime Against Women,Dowry Death,5,2020,0
265,Mahabubabad,7.74,0.904392765,Crime Against Women,Dowry Death,7,2020,0
266,Mahabubnagar,9.16,0.327510917,Crime Against Women,Dowry Death,3,2020,0
267,Medak,7.67,0.521512386,Crime Against Women,Dowry Death,4,2020,0
268,Mulugu,2.94,0.340136054,Crime Against Women,Dowry Death,1,2020,0
269,Nagarkurnool,8.61,0.464576074,Crime Against Women,Dowry Death,4,2020,0
270,Nalgonda,16.18,0.061804697,Crime Against Women,Dowry Death,1,2020,0
271,Narayanpet,5.66,0.530035336,Crime Against Women,Dowry Death,3,2020,0
272,Nirmal,7.09,0.282087447,Crime Against Women,Dowry Death,2,2020,0
273,Rajanna Sircilla,5.98,0.16722408,Crime Against Women,Dowry Death,1,2020,0
274,Sanga Reddy,15.27,0.589390963,Crime Against Women,Dowry Death,9,2020,0
275,Suryapet,10.99,0.272975432,Crime Against Women,Dowry Death,3,2020,0
276,Vikarabad,9.41,0.425079702,Crime Against Women,Dowry Death,4,2020,0
277,Wanaparthy,5.77,0,Crime Against Women,Dowry Death,0,2020,0
278,RP Secunderabad,,,Crime Against Women,Dowry Death,0,2020,0
279,CID,,,Crime Against Women,Dowry Death,0,2020,0
280,Cyberabad,62,15.96774194,Crime Against Women,Harassment,990,2020,0
281,Hyderabad,39.43,30.28151154,Crime Against Women,Harassment,1194,2020,0
282,Karimnagar,10.05,26.46766169,Crime Against Women,Harassment,266,2020,0
283,Khammam,15.59,17.96023092,Crime Against Women,Harassment,280,2020,0
284,Nizamabad,15.71,15.59516232,Crime Against Women,Harassment,245,2020,0
285,Rachakonda,52,22.59615385,Crime Against Women,Harassment,1175,2020,0
286,Ramagundam,16.02,24.21972534,Crime Against Women,Harassment,388,2020,0
287,Siddipet,10.55,34.50236967,Crime Against Women,Harassment,364,2020,0
288,Warangal,23.65,12.43128964,Crime Against Women,Harassment,294,2020,0
289,Adilabad,8.51,8.108108108,Crime Against Women,Harassment,69,2020,0
290,Bhadradri Kothagudem,13.96,19.05444126,Crime Against Women,Harassment,266,2020,0
291,Jagtial,9.85,12.18274112,Crime Against Women,Harassment,120,2020,0
292,Jayashankar Bhupalpally,4.5,12.44444444,Crime Against Women,Harassment,56,2020,0
293,Jogulamba Gadwal,6.09,4.926108374,Crime Against Women,Harassment,30,2020,0
294,Kamareddy,9.94,13.8832998,Crime Against Women,Harassment,138,2020,0
295,Kumaram Bheem Asifabad,5.38,12.08178439,Crime Against Women,Harassment,65,2020,0
296,Mahabubabad,7.74,13.56589147,Crime Against Women,Harassment,105,2020,0
