Sl. No,UNITS,Population in Lakhs,Crime rate for 2021,Category,Crime_Type,Crimes,Year,% Variation in 2021 over 2020
913,Jogulamba Gadwal,6.09,0.164203612,Crime Against Children,Murder,1,2021,0
914,Kamareddy,9.94,0,Crime Against Children,Murder,0,2021,-100
915,Kumaram Bheem Asifabad,5.38,0.185873606,Crime Against Children,Murder,1,2021,0
916,Mahabubabad,7.74,0.387596899,Crime Against Children,Murder,3,2021,200
917,Mahabubnagar,9.16,0.109170306,Crime Against Children,Murder,1,2021,0
918,Medak,7.67,0.391134289,Crime Against Children,Murder,3,2021,200
919,Mulugu,2.94,0,Crime Against Children,Murder,0,2021,0
920,Nagarkurnool,8.61,0.232288037,Crime Against Children,Murder,2,2021,0
921,Nalgonda,16.18,0.061804697,Crime Against Children,Murder,1,2021,0
922,Narayanpet,5.66,0.176678445,Crime Against Children,Murder,1,2021,0
923,Nirmal,7.09,0,Crime Against Children,Murder,0,2021,-100
924,Rajanna Sircilla,5.98,0.16722408,Crime Against Children,Murder,1,2021,0
925,Sanga Reddy,15.27,0,Crime Against Children,Murder,0,2021,-100
926,Suryapet,10.99,0.272975432,Crime Against Children,Murder,3,2021,200
927,Vikarabad,9.41,0,Crime Against Children,Murder,0,2021,-100
928,Wanaparthy,5.77,0,Crime Against Children,Murder,0,2021,0
929,RP Secunderabad,,,Crime Against Children,Murder,0,2021,0
930,CID,,,Crime Against Children,Murder,0,2021,0
931,Cyberabad,62,4.096774194,Crime Against Children,Rape,254,2021,34
932,Hyderabad,39.43,6.416434187,Crime Against Children,Rape,253,2021,14
933,Karimnagar,10.05,1.990049751,Crime Against Children,Rape,20,2021,54
934,Khammam,15.59,4.618345093,Crime Against Children,Rape,72,2021,29
935,Nizamabad,15.71,2.100572884,Crime Against Children,Rape,33,2021,27
936,Rachakonda,52,4.865384615,Crime Against Children,Rape,253,2021,35
937,Ramagundam,16.02,3.807740325,Crime Against Children,Rape,61,2021,45
938,Siddipet,10.55,6.44549763,Crime Against Children,Rape,68,2021,100
939,Warangal,23.65,1.987315011,Crime Against Children,Rape,47,2021,38
940,Adilabad,8.51,2.350176263,Crime Against Children,Rape,20,2021,-26
941,Bhadradri Kothagudem,13.96,5.229226361,Crime Against Children,Rape,73,2021,3
942,Jagtial,9.85,2.741116751,Crime Against Children,Rape,27,2021,59
943,Jayashankar Bhupalpally,4.5,1.777777778,Crime Against Children,Rape,8,2021,-27
944,Jogulamba Gadwal,6.09,4.433497537,Crime Against Children,Rape,27,2021,-10
945,Kamareddy,9.94,3.319919517,Crime Against Children,Rape,33,2021,-8
946,Kumaram Bheem Asifabad,5.38,1.858736059,Crime Against Children,Rape,10,2021,0
947,Mahabubabad,7.74,3.359173127,Crime Against Children,Rape,26,2021,8
948,Mahabubnagar,9.16,8.733624454,Crime Against Children,Rape,80,2021,70
949,Medak,7.67,6.388526728,Crime Against Children,Rape,49,2021,58
950,Mulugu,2.94,9.523809524,Crime Against Children,Rape,28,2021,56
951,Nagarkurnool,8.61,4.994192799,Crime Against Children,Rape,43,2021,65
952,Nalgonda,16.18,4.511742892,Crime Against Children,Rape,73,2021,83
953,Narayanpet,5.66,7.77385159,Crime Against Children,Rape,44,2021,-4
954,Nirmal,7.09,1.410437236,Crime Against Children,Rape,10,2021,0
955,Rajanna Sircilla,5.98,3.846153846,Crime Against Children,Rape,23,2021,-8
956,Sanga Reddy,15.27,2.423051735,Crime Against Children,Rape,37,2021,76
957,Suryapet,10.99,4.367606915,Crime Against Children,Rape,48,2021,17
958,Vikarabad,9.41,6.695005313,Crime Against Children,Rape,63,2021,17
959,Wanaparthy,5.77,6.065857886,Crime Against Children,Rape,35,2021,30
960,RP Secunderabad,,,Crime Against Children,Rape,0,2021,0
961,CID,,,Crime Against Children,Rape,0,2021,0
962,Cyberabad,62,1.032258065,Crime Against Women,Abetment to Suicide,64,2021,10.3
963,Hyderabad,39.43,0.329698199,Crime Against Women,Abetment to Suicide,13,2021,-13.3
964,Karimnagar,10.05,0.39800995,Crime Against Women,Abetment to Suicide,4,2021,0
965,Khammam,15.59,1.860166774,Crime Against Women,Abetment to Suicide,29,2021,52.6
966,Nizamabad,15.71,0.827498409,Crime Against Women,Abetment to Suicide,13,2021,-7.1
967,Rachakonda,52,0.403846154,Crime Against Women,Abetment to Suicide,21,2021,-36.4
968,Ramagundam,16.02,1.498127341,Crime Against Women,Abetment to Suicide,24,2021,-20
969,Siddipet,10.55,0.947867299,Crime Against Women,Abetment to Suicide,10,2021,0
970,Warangal,23.65,1.395348837,Crime Against Women,Abetment to Suicide,33,2021,13.8
971,Adilabad,8.51,1.645123384,Crime Against Women,Abetment to Suicide,14,2021,100
972,Bhadradri Kothagudem,13.96,0.716332378,Crime Against Women,Abetment to Suicide,10,2021,0
973,Jagtial,9.85,0.406091371,Crime Against Women,Abetment to Suicide,4,2021,-50
974,Jayashankar Bhupalpally,4.5,1.111111111,Crime Against Women,Abetment to Suicide,5,2021,25
975,Jogulamba Gadwal,6.09,0.65681445,Crime Against Women,Abetment to Suicide,4,2021,0
976,Kamareddy,9.94,0.402414487,Crime Against Women,Abetment to Suicide,4,2021,-42.9
977,Kumaram Bheem Asifabad,5.38,1.858736059,Crime Against Women,Abetment to Suicide,10,2021,25
978,Mahabubabad,7.74,1.162790698,Crime Against Women,Abetment to Suicide,9,2021,-30.8
979,Mahabubnagar,9.16,2.620087336,Crime Against Women,Abetment to Suicide,24,2021,9.1
980,Medak,7.67,0.912646675,Crime Against Women,Abetment to Suicide,7,2021,-22.2
981,Mulugu,2.94,1.360544218,Crime Against Women,Abetment to Suicide,4,2021,-60
982,Nagarkurnool,8.61,0.929152149,Crime Against Women,Abetment to Suicide,8,2021,-20
983,Nalgonda,16.18,1.29789864,Crime Against Women,Abetment to Suicide,21,2021,-8.7
984,Narayanpet,5.66,0.35335689,Crime Against Women,Abetment to Suicide,2,2021,0
985,Nirmal,7.09,1.97461213,Crime Against Women,Abetment to Suicide,14,2021,133.3
986,Rajanna Sircilla,5.98,0.334448161,Crime Against Women,Abetment to Suicide,2,2021,-71.4
987,Sanga Reddy,15.27,0.851342502,Crime Against Women,Abetment to Suicide,13,2021,62.5
988,Suryapet,10.99,1.091901729,Crime Against Women,Abetment to Suicide,12,2021,140
989,Vikarabad,9.41,2.125398512,Crime Against Women,Abetment to Suicide,20,2021,66.7
990,Wanaparthy,5.77,0,Crime Against Women,Abetment to Suicide,0,2021,0
991,RP Secunderabad,,,Crime Against Women,Abetment to Suicide,0,2021,0
992,CID,,,Crime Against Women,Abetment to Suicide,0,2021,0
993,Cyberabad,62,0.338709677,Crime Against Women,Dowry Death,21,2021,5
994,Hyderabad,39.43,0.380420999,Crime Against Women,Dowry Death,15,2021,-25
995,Karimnagar,10.05,0.497512438,Crime Against Women,Dowry Death,5,2021,400
996,Khammam,15.59,0.320718409,Crime Against Women,Dowry Death,5,2021,0
997,Nizamabad,15.71,0.254614895,Crime Against Women,Dowry Death,4,2021,33.3
998,Rachakonda,52,0.403846154,Crime Against Women,Dowry Death,21,2021,-12.5
999,Ramagundam,16.02,0.624219725,Crime Against Women,Dowry Death,10,2021,42.9
1000,Siddipet,10.55,0.663507109,Crime Against Women,Dowry Death,7,2021,75
1001,Warangal,23.65,0.422832981,Crime Against Women,Dowry Death,10,2021,42.9
1002,Adilabad,8.51,0.587544066,Crime Against Women,Dowry Death,5,2021,150
1003,Bhadradri Kothagudem,13.96,0.214899713,Crime Against Women,Dowry Death,3,2021,200
1004,Jagtial,9.85,0.609137056,Crime Against Women,Dowry Death,6,2021,50
1005,Jayashankar Bhupalpally,4.5,0.888888889,Crime Against Women,Dowry Death,4,2021,0
1006,Jogulamba Gadwal,6.09,0.164203612,Crime Against Women,Dowry Death,1,2021,-66.7
1007,Kamareddy,9.94,0.301810865,Crime Against Women,Dowry Death,3,2021,0
1008,Kumaram Bheem Asifabad,5.38,0.371747212,Crime Against Women,Dowry Death,2,2021,-60
1009,Mahabubabad,7.74,0.516795866,Crime Against Women,Dowry Death,4,2021,-42.9
1010,Mahabubnagar,9.16,0.545851528,Crime Against Women,Dowry Death,5,2021,66.7
1011,Medak,7.67,0.521512386,Crime Against Women,Dowry Death,4,2021,0
1012,Mulugu,2.94,0,Crime Against Women,Dowry Death,0,2021,-100
1013,Nagarkurnool,8.61,0.116144019,Crime Against Women,Dowry Death,1,2021,-75
1014,Nalgonda,16.18,0.679851669,Crime Against Women,Dowry Death,11,2021,1000
1015,Narayanpet,5.66,0.176678445,Crime Against Women,Dowry Death,1,2021,-66.7
1016,Nirmal,7.09,0.282087447,Crime Against Women,Dowry Death,2,2021,0
1017,Rajanna Sircilla,5.98,0.668896321,Crime Against Women,Dowry Death,4,2021,300
1018,Sanga Reddy,15.27,0.458415193,Crime Against Women,Dowry Death,7,2021,-22.2
1019,Suryapet,10.99,0.909918107,Crime Against Women,Dowry Death,10,2021,233.3
1020,Vikarabad,9.41,0.425079702,Crime Against Women,Dowry Death,4,2021,0
1021,Wanaparthy,5.77,0,Crime Against Women,Dowry Death,0,2021,0
1022,RP Secunderabad,,,Crime Against Women,Dowry Death,0,2021,0
1023,CID,,,Crime Against Women,Dowry Death,0,2021,0
1024,Cyberabad,62,19,Crime Against Women,Harassment,1178,2021,19
1025,Hyderabad,39.43,41.59269592,Crime Against Women,Harassment,1640,2021,37.4
1026,Karimnagar,10.05,24.27860697,Crime Against Women,Harassment,244,2021,-8.3
1027,Khammam,15.59,19.69211033,Crime Against Women,Harassment,307,2021,9.6
1028,Nizamabad,15.71,16.54996817,Crime Against Women,Harassment,260,2021,6.1
1029,Rachakonda,52,28.15384615,Crime Against Women,Harassment,1464,2021,24.6
1030,Ramagundam,16.02,35.01872659,Crime Against Women,Harassment,561,2021,44.6
1031,Siddipet,10.55,31.7535545,Crime Against Women,Harassment,335,2021,-8
1032,Warangal,23.65,21.60676533,Crime Against Women,Harassment,511,2021,73.8
1033,Adilabad,8.51,13.86603995,Crime Against Women,Harassment,118,2021,71
1034,Bhadradri Kothagudem,13.96,26.21776504,Crime Against Women,Harassment,366,2021,37.6
1035,Jagtial,9.85,32.08121827,Crime Against Women,Harassment,316,2021,163.3
1036,Jayashankar Bhupalpally,4.5,13.77777778,Crime Against Women,Harassment,62,2021,10.7
1037,Jogulamba Gadwal,6.09,6.568144499,Crime Against Women,Harassment,40,2021,33.3
1038,Kamareddy,9.94,23.44064386,Crime Against Women,Harassment,233,2021,68.8
1039,Kumaram Bheem Asifabad,5.38,14.49814126,Crime Against Women,Harassment,78,2021,20
1040,Mahabubabad,7.74,16.1498708,Crime Against Women,Harassment,125,2021,19
1041,Mahabubnagar,9.16,12.44541485,Crime Against Women,Harassment,114,2021,78.1
1042,Medak,7.67,18.12255541,Crime Against Women,Harassment,139,2021,21.9
1043,Mulugu,2.94,23.46938776,Crime Against Women,Harassment,69,2021,0
1044,Nagarkurnool,8.61,6.852497096,Crime Against Women,Harassment,59,2021,-9.2
1045,Nalgonda,16.18,17.18170581,Crime Against Women,Harassment,278,2021,12.6
1046,Narayanpet,5.66,6.183745583,Crime Against Women,Harassment,35,2021,-5.4
1047,Nirmal,7.09,9.308885755,Crime Against Women,Harassment,66,2021,69.2
1048,Rajanna Sircilla,5.98,30.93645485,Crime Against Women,Harassment,185,2021,30.3
1049,Sanga Reddy,15.27,8.316961362,Crime Against Women,Harassment,127,2021,13.4
1050,Suryapet,10.99,23.93084622,Crime Against Women,Harassment,263,2021,20.1
1051,Vikarabad,9.41,10.09564293,Crime Against Women,Harassment,95,2021,18.8
1052,Wanaparthy,5.77,7.105719237,Crime Against Women,Harassment,41,2021,-10.9
1053,RP Secunderabad,,,Crime Against Women,Harassment,1,2021,0
1054,CID,,,Crime Against Women,Harassment,0,2021,-100
1055,Cyberabad,62,2.338709677,Crime Against Women,Kidnapping,145,2021,5.1
1056,Hyderabad,39.43,2.510778595,Crime Against Women,Kidnapping,99,2021,52.3
1057,Karimnagar,10.05,2.985074627,Crime Against Women,Kidnapping,30,2021,200
1058,Khammam,15.59,1.347017319,Crime Against Women,Kidnapping,21,2021,75
1059,Nizamabad,15.71,1.273074475,Crime Against Women,Kidnapping,20,2021,17.6
1060,Rachakonda,52,2.192307692,Crime Against Women,Kidnapping,114,2021,83.9
1061,Ramagundam,16.02,2.372034956,Crime Against Women,Kidnapping,38,2021,2.7
1062,Siddipet,10.55,3.033175355,Crime Against Women,Kidnapping,32,2021,77.8
1063,Warangal,23.65,1.77589852,Crime Against Women,Kidnapping,42,2021,-25
1064,Adilabad,8.51,1.410105758,Crime Against Women,Kidnapping,12,2021,33.3
1065,Bhadradri Kothagudem,13.96,1.217765043,Crime Against Women,Kidnapping,17,2021,-32
1066,Jagtial,9.85,3.959390863,Crime Against Women,Kidnapping,39,2021,200
1067,Jayashankar Bhupalpally,4.5,4,Crime Against Women,Kidnapping,18,2021,0
1068,Jogulamba Gadwal,6.09,2.6272578,Crime Against Women,Kidnapping,16,2021,300
1069,Kamareddy,9.94,0.804828974,Crime Against Women,Kidnapping,8,2021,33.3
1070,Asifabad,5.38,2.044609665,Crime Against Women,Kidnapping,11,2021,22.2
1071,Mahabubabad,7.74,2.325581395,Crime Against Women,Kidnapping,18,2021,-14.3
1072,Mahabubnagar,9.16,3.820960699,Crime Against Women,Kidnapping,35,2021,150
1073,Medak,7.67,2.477183833,Crime Against Women,Kidnapping,19,2021,35.7
1074,Mulugu,2.94,3.401360544,Crime Against Women,Kidnapping,10,2021,66.7
1075,Nagarkurnool,8.61,2.903600465,Crime Against Women,Kidnapping,25,2021,47.1
1076,Nalgonda,16.18,1.977750309,Crime Against Women,Kidnapping,32,2021,3.2
1077,Narayanpet,5.66,4.240282686,Crime Against Women,Kidnapping,24,2021,380
1078,Nirmal,7.09,1.692524683,Crime Against Women,Kidnapping,12,2021,300
1079,Rajanna Sircilla,5.98,2.675585284,Crime Against Women,Kidnapping,16,2021,14.3
1080,Sanga Reddy,15.27,1.047806156,Crime Against Women,Kidnapping,16,2021,0
1081,Suryapet,10.99,3.275705187,Crime Against Women,Kidnapping,36,2021,33.3
1082,Vikarabad,9.41,4.463336876,Crime Against Women,Kidnapping,42,2021,35.5
1083,Wanaparthy,5.77,1.386481802,Crime Against Women,Kidnapping,8,2021,0
1084,RP Secunderabad,,,Crime Against Women,Kidnapping,0,2021,0
1085,CID,,,Crime Against Women,Kidnapping,,2021,-100
1086,Cyberabad,62,5.870967742,Crime Against Women,Rape,364,2021,28.6
1087,Hyderabad,39.43,9.028658382,Crime Against Women,Rape,356,2021,23.6
1088,Karimnagar,10.05,4.179104478,Crime Against Women,Rape,42,2021,40
1089,Khammam,15.59,6.478511867,Crime Against Women,Rape,101,2021,29.5
1090,Nizamabad,15.71,2.482495226,Crime Against Women,Rape,39,2021,0
1091,Rachakonda,52,7.615384615,Crime Against Women,Rape,396,2021,18.6
1092,Ramagundam,16.02,6.242197253,Crime Against Women,Rape,100,2021,40.8
1093,Siddipet,10.55,7.772511848,Crime Against Women,Rape,82,2021,67.3
1094,Warangal,23.65,3.55179704,Crime Against Women,Rape,84,2021,37.7
1095,Adilabad,8.51,3.525264395,Crime Against Women,Rape,30,2021,-11.8
1096,Bhadradri Kothagudem,13.96,7.306590258,Crime Against Women,Rape,102,2021,3
1097,Jagtial,9.85,5.177664975,Crime Against Women,Rape,51,2021,27.5
1098,Jayashankar Bhupalpally,4.5,2,Crime Against Women,Rape,9,2021,-43.8
1099,Jogulamba Gadwal,6.09,5.254515599,Crime Against Women,Rape,32,2021,-5.9
1100,Kamareddy,9.94,5.533199195,Crime Against Women,Rape,55,2021,17
1101,Asifabad,5.38,3.345724907,Crime Against Women,Rape,18,2021,-18.2
1102,Mahabubabad,7.74,3.875968992,Crime Against Women,Rape,30,2021,-14.3
1103,Mahabubnagar,9.16,9.6069869,Crime Against Women,Rape,88,2021,37.5
1104,Medak,7.67,6.779661017,Crime Against Women,Rape,52,2021,36.8
1105,Mulugu,2.94,12.92517007,Crime Against Women,Rape,38,2021,52
1106,Nagarkurnool,8.61,5.807200929,Crime Against Women,Rape,50,2021,19
1107,Nalgonda,16.18,5.809641533,Crime Against Women,Rape,94,2021,74.1
1108,Narayanpet,5.66,10.24734982,Crime Against Women,Rape,58,2021,5.5
1109,Nirmal,7.09,2.3977433,Crime Against Women,Rape,17,2021,-10.5
1110,Rajanna Sircilla,5.98,5.351170569,Crime Against Women,Rape,32,2021,-27.3
1111,Sanga Reddy,15.27,3.73280943,Crime Against Women,Rape,57,2021,58.3
1112,Suryapet,10.99,7.643312102,Crime Against Women,Rape,84,2021,31.3
1113,Vikarabad,9.41,7.863974495,Crime Against Women,Rape,74,2021,17.5
1114,Wanaparthy,5.77,7.279029463,Crime Against Women,Rape,42,2021,13.5
1115,RP Secunderabad,,,Crime Against Women,Rape,0,2021,0
1116,CID,,,Crime Against Women,Rape,1,2021,0
1117,Cyberabad,62,0,Crime Aginst SC_ST,Arson,0,2021,0
1118,Hyderabad,39.43,0,Crime Aginst SC_ST,Arson,0,2021,0
1119,Karimnagar,10.05,0,Crime Aginst SC_ST,Arson,0,2021,0
1120,Khammam,15.59,0,Crime Aginst SC_ST,Arson,0,2021,0
1121,Nizamabad,15.71,0,Crime Aginst SC_ST,Arson,0,2021,0
1122,Rachakonda,52,0,Crime Aginst SC_ST,Arson,0,2021,0
1123,Ramagundam,16.02,0,Crime Aginst SC_ST,Arson,0,2021,0
1124,Siddipet,10.55,0,Crime Aginst SC_ST,Arson,0,2021,0
1125,Warangal,23.65,0.042283298,Crime Aginst SC_ST,Arson,1,2021,0
1126,Adilabad,8.51,0,Crime Aginst SC_ST,Arson,0,2021,0
1127,Bhadradri Kothagudem,13.96,0,Crime Aginst SC_ST,Arson,0,2021,0
1128,Jagtial,9.85,0,Crime Aginst SC_ST,Arson,0,2021,0
1129,Jayashankar Bhupalpally,4.5,0,Crime Aginst SC_ST,Arson,0,2021,0
1130,Jogulamba Gadwal,6.09,0,Crime Aginst SC_ST,Arson,0,2021,0
1131,Kamareddy,9.94,0,Crime Aginst SC_ST,Arson,0,2021,0
1132,Kumaram Bheem Asifabad,5.38,0,Crime Aginst SC_ST,Arson,0,2021,0
1133,Mahabubabad,7.74,0,Crime Aginst SC_ST,Arson,0,2021,0
1134,Mahabubnagar,9.16,0,Crime Aginst SC_ST,Arson,0,2021,0
1135,Medak,7.67,0,Crime Aginst SC_ST,Arson,0,2021,0
1136,Mulugu,2.94,0,Crime Aginst SC_ST,Arson,0,2021,0
1137,Nagarkurnool,8.61,0,Crime Aginst SC_ST,Arson,0,2021,0
1138,Nalgonda,16.18,0.061804697,Crime Aginst SC_ST,Arson,1,2021,0
1139,Narayanpet,5.66,0,Crime Aginst SC_ST,Arson,0,2021,0
1140,Nirmal,7.09,0,Crime Aginst SC_ST,Arson,0,2021,0
1141,Rajanna Sircilla,5.98,0,Crime Aginst SC_ST,Arson,0,2021,0
1142,Sanga Reddy,15.27,0,Crime Aginst SC_ST,Arson,0,2021,0
1143,Suryapet,10.99,0,Crime Aginst SC_ST,Arson,0,2021,0
1144,Vikarabad,9.41,0,Crime Aginst SC_ST,Arson,0,2021,-100
1145,Wanaparthy,5.77,0,Crime Aginst SC_ST,Arson,0,2021,0
1146,RP Secunderabad,,,Crime Aginst SC_ST,Arson,0,2021,0
1147,CID,,,Crime Aginst SC_ST,Arson,0,2021,0
1148,Cyberabad,62,0.177419355,Crime Aginst SC_ST,Hurt,11,2021,-26.7
1149,Hyderabad,39.43,0.1014456,Crime Aginst SC_ST,Hurt,4,2021,100
1150,Karimnagar,10.05,0.7960199,Crime Aginst SC_ST,Hurt,8,2021,-27.3
1151,Khammam,15.59,1.282873637,Crime Aginst SC_ST,Hurt,20,2021,-16.7
1152,Nizamabad,15.71,0.572883514,Crime Aginst SC_ST,Hurt,9,2021,-59.1
1153,Rachakonda,52,0.5,Crime Aginst SC_ST,Hurt,26,2021,30
1154,Ramagundam,16.02,0.686641698,Crime Aginst SC_ST,Hurt,11,2021,-50
1155,Siddipet,10.55,1.516587678,Crime Aginst SC_ST,Hurt,16,2021,0
1156,Warangal,23.65,0.803382664,Crime Aginst SC_ST,Hurt,19,2021,58.3
1157,Adilabad,8.51,0.470035253,Crime Aginst SC_ST,Hurt,4,2021,0
1158,Bhadradri Kothagudem,13.96,1.217765043,Crime Aginst SC_ST,Hurt,17,2021,-26.1
1159,Jagtial,9.85,1.421319797,Crime Aginst SC_ST,Hurt,14,2021,-26.3
1160,Jayashankar Bhupalpally,4.5,0.888888889,Crime Aginst SC_ST,Hurt,4,2021,0
1161,Jogulamba Gadwal,6.09,1.149425287,Crime Aginst SC_ST,Hurt,7,2021,-30
1162,Kamareddy,9.94,1.509054326,Crime Aginst SC_ST,Hurt,15,2021,66.7
1163,Kumaram Bheem Asifabad,5.38,0.92936803,Crime Aginst SC_ST,Hurt,5,2021,-28.6
1164,Mahabubabad,7.74,1.162790698,Crime Aginst SC_ST,Hurt,9,2021,125
1165,Mahabubnagar,9.16,1.200873362,Crime Aginst SC_ST,Hurt,11,2021,10
1166,Medak,7.67,1.043024772,Crime Aginst SC_ST,Hurt,8,2021,0
1167,Mulugu,2.94,1.360544218,Crime Aginst SC_ST,Hurt,4,2021,33.3
1168,Nagarkurnool,8.61,1.62601626,Crime Aginst SC_ST,Hurt,14,2021,100
1169,Nalgonda,16.18,0.741656366,Crime Aginst SC_ST,Hurt,12,2021,-33.3
1170,Narayanpet,5.66,1.413427562,Crime Aginst SC_ST,Hurt,8,2021,33.3
1171,Nirmal,7.09,0.423131171,Crime Aginst SC_ST,Hurt,3,2021,0
1172,Rajanna Sircilla,5.98,2.006688963,Crime Aginst SC_ST,Hurt,12,2021,-14.3
1173,Sanga Reddy,15.27,0.851342502,Crime Aginst SC_ST,Hurt,13,2021,116.7
1174,Suryapet,10.99,0.727934486,Crime Aginst SC_ST,Hurt,8,2021,-55.6
1175,Vikarabad,9.41,1.062699256,Crime Aginst SC_ST,Hurt,10,2021,-28.6
1176,Wanaparthy,5.77,0.866551127,Crime Aginst SC_ST,Hurt,5,2021,-54.5
1177,RP Secunderabad,,,Crime Aginst SC_ST,Hurt,0,2021,0
1178,CID,,,Crime Aginst SC_ST,Hurt,0,2021,0
1179,Cyberabad,62,0.193548387,Crime Aginst SC_ST,Murder,12,2021,71.4
1180,Hyderabad,39.43,0.0253614,Crime Aginst SC_ST,Murder,1,2021,0
1181,Karimnagar,10.05,0.099502488,Crime Aginst SC_ST,Murder,1,2021,0
1182,Khammam,15.59,0.128287364,Crime Aginst SC_ST,Murder,2,2021,-33.3
1183,Nizamabad,15.71,0.254614895,Crime Aginst SC_ST,Murder,4,2021,300
1184,Rachakonda,52,0.076923077,Crime Aginst SC_ST,Murder,4,2021,-33.3
1185,Ramagundam,16.02,0.124843945,Crime Aginst SC_ST,Murder,2,2021,0
1186,Siddipet,10.55,0.18957346,Crime Aginst SC_ST,Murder,2,2021,0
1187,Warangal,23.65,0.084566596,Crime Aginst SC_ST,Murder,2,2021,-33.3
1188,Adilabad,8.51,0,Crime Aginst SC_ST,Murder,0,2021,0
1189,Bhadradri Kothagudem,13.96,0.071633238,Crime Aginst SC_ST,Murder,1,2021,0
1190,Jagtial,9.85,0.203045685,Crime Aginst SC_ST,Murder,2,2021,0
