Sl. No,UNITS,Population in Lakhs,Crime rate for 2021,Category,Crime_Type,Crimes,Year,% Variation in 2021 over 2020
1191,Jayashankar Bhupalpally,4.5,0.444444444,Crime Aginst SC_ST,Murder,2,2021,100
1192,Jogulamba Gadwal,6.09,0.164203612,Crime Aginst SC_ST,Murder,1,2021,0
1193,Kamareddy,9.94,0.301810865,Crime Aginst SC_ST,Murder,3,2021,0
1194,Kumaram Bheem Asifabad,5.38,0.557620818,Crime Aginst SC_ST,Murder,3,2021,0
1195,Mahabubabad,7.74,0.258397933,Crime Aginst SC_ST,Murder,2,2021,100
1196,Mahabubnagar,9.16,0.218340611,Crime Aginst SC_ST,Murder,2,2021,100
1197,Medak,7.67,0.521512386,Crime Aginst SC_ST,Murder,4,2021,0
1198,Mulugu,2.94,0.340136054,Crime Aginst SC_ST,Murder,1,2021,0
1199,Nagarkurnool,8.61,0.580720093,Crime Aginst SC_ST,Murder,5,2021,400
1200,Nalgonda,16.18,0.123609394,Crime Aginst SC_ST,Murder,2,2021,100
1201,Narayanpet,5.66,0,Crime Aginst SC_ST,Murder,0,2021,-100
1202,Nirmal,7.09,0,Crime Aginst SC_ST,Murder,0,2021,-100
1203,Rajanna Sircilla,5.98,0,Crime Aginst SC_ST,Murder,0,2021,-100
1204,Sanga Reddy,15.27,0.065487885,Crime Aginst SC_ST,Murder,1,2021,-66.7
1205,Suryapet,10.99,0.090991811,Crime Aginst SC_ST,Murder,1,2021,0
1206,Vikarabad,9.41,0.531349628,Crime Aginst SC_ST,Murder,5,2021,400
1207,Wanaparthy,5.77,0,Crime Aginst SC_ST,Murder,0,2021,0
1208,RP Secunderabad,,,Crime Aginst SC_ST,Murder,0,2021,0
1209,CID,,,Crime Aginst SC_ST,Murder,0,2021,0
1210,Cyberabad,62,0.85483871,Crime Aginst SC_ST,Rape,53,2021,35.9
1211,Hyderabad,39.43,1.191985798,Crime Aginst SC_ST,Rape,47,2021,11.9
1212,Karimnagar,10.05,0.696517413,Crime Aginst SC_ST,Rape,7,2021,-41.7
1213,Khammam,15.59,0.962155228,Crime Aginst SC_ST,Rape,15,2021,25
1214,Nizamabad,15.71,0.127307447,Crime Aginst SC_ST,Rape,2,2021,-50
1215,Rachakonda,52,1.134615385,Crime Aginst SC_ST,Rape,59,2021,-6.3
1216,Ramagundam,16.02,0.686641698,Crime Aginst SC_ST,Rape,11,2021,83.3
1217,Siddipet,10.55,0.663507109,Crime Aginst SC_ST,Rape,7,2021,40
1218,Warangal,23.65,0.422832981,Crime Aginst SC_ST,Rape,10,2021,66.7
1219,Adilabad,8.51,0.352526439,Crime Aginst SC_ST,Rape,3,2021,0
1220,Bhadradri Kothagudem,13.96,1.719197708,Crime Aginst SC_ST,Rape,24,2021,166.7
1221,Jagtial,9.85,0.710659898,Crime Aginst SC_ST,Rape,7,2021,16.7
1222,Jayashankar Bhupalpally,4.5,0.444444444,Crime Aginst SC_ST,Rape,2,2021,-33.3
1223,Jogulamba Gadwal,6.09,0.328407225,Crime Aginst SC_ST,Rape,2,2021,-33.3
1224,Kamareddy,9.94,0.704225352,Crime Aginst SC_ST,Rape,7,2021,75
1225,Kumaram Bheem Asifabad,5.38,0.557620818,Crime Aginst SC_ST,Rape,3,2021,0
1226,Mahabubabad,7.74,0.129198966,Crime Aginst SC_ST,Rape,1,2021,-66.7
1227,Mahabubnagar,9.16,1.310043668,Crime Aginst SC_ST,Rape,12,2021,200
1228,Medak,7.67,1.043024772,Crime Aginst SC_ST,Rape,8,2021,700
1229,Mulugu,2.94,1.020408163,Crime Aginst SC_ST,Rape,3,2021,0
1230,Nagarkurnool,8.61,0.580720093,Crime Aginst SC_ST,Rape,5,2021,-44.4
1231,Nalgonda,16.18,0.86526576,Crime Aginst SC_ST,Rape,14,2021,-17.6
1232,Narayanpet,5.66,0.706713781,Crime Aginst SC_ST,Rape,4,2021,300
1233,Nirmal,7.09,0.987306065,Crime Aginst SC_ST,Rape,7,2021,600
1234,Rajanna Sircilla,5.98,0.836120401,Crime Aginst SC_ST,Rape,5,2021,66.7
1235,Sanga Reddy,15.27,0.392927308,Crime Aginst SC_ST,Rape,6,2021,20
1236,Suryapet,10.99,1.091901729,Crime Aginst SC_ST,Rape,12,2021,140
1237,Vikarabad,9.41,0.743889479,Crime Aginst SC_ST,Rape,7,2021,-41.7
1238,Wanaparthy,5.77,1.039861352,Crime Aginst SC_ST,Rape,6,2021,0
1239,RP Secunderabad,,,Crime Aginst SC_ST,Rape,0,2021,0
1240,CID,,,Crime Aginst SC_ST,Rape,0,2021,0
1241,Cyberabad,62,93.5,Economic Offence,Cheatings,5797,2021,119.3
1242,Hyderabad,39.43,44.46,Economic Offence,Cheatings,1753,2021,44.2
1243,Karimnagar,10.05,28.66,Economic Offence,Cheatings,288,2021,30.3
1244,Khammam,15.59,20.14,Economic Offence,Cheatings,314,2021,23.1
1245,Nizamabad,15.71,15.91,Economic Offence,Cheatings,250,2021,-17.8
1246,Rachakonda,52,52.46,Economic Offence,Cheatings,2728,2021,65.6
1247,Ramagundam,16.02,38.58,Economic Offence,Cheatings,618,2021,26.6
1248,Siddipet,10.55,20.19,Economic Offence,Cheatings,213,2021,4.4
1249,Warangal,23.65,29.56,Economic Offence,Cheatings,699,2021,45.9
1250,Adilabad,8.51,8.58,Economic Offence,Cheatings,73,2021,9
1251,Bhadradri Kothagudem,13.96,14.33,Economic Offence,Cheatings,200,2021,40.8
1252,Jagtial,9.85,34.31,Economic Offence,Cheatings,338,2021,42.6
1253,Jayashankar Bhupalpally,4.5,21.11,Economic Offence,Cheatings,95,2021,-36.7
1254,Jogulamba Gadwal,6.09,38.1,Economic Offence,Cheatings,232,2021,65.7
1255,Kamareddy,9.94,20.12,Economic Offence,Cheatings,200,2021,129.9
1256,Kumaram Bheem Asifabad,5.38,49.44,Economic Offence,Cheatings,266,2021,70.5
1257,Mahabubabad,7.74,20.8,Economic Offence,Cheatings,161,2021,26.8
1258,Mahabubnagar,9.16,14.74,Economic Offence,Cheatings,135,2021,87.5
1259,Medak,7.67,17.86,Economic Offence,Cheatings,137,2021,140.4
1260,Mulugu,2.94,18.71,Economic Offence,Cheatings,55,2021,31
1261,Nagarkurnool,8.61,16.38,Economic Offence,Cheatings,141,2021,88
1262,Nalgonda,16.18,28.74,Economic Offence,Cheatings,465,2021,58.7
1263,Narayanpet,5.66,17.14,Economic Offence,Cheatings,97,2021,36.6
1264,Nirmal,7.09,9.59,Economic Offence,Cheatings,68,2021,88.9
1265,Rajanna Sircilla,5.98,28.43,Economic Offence,Cheatings,170,2021,18.9
1266,Sanga Reddy,15.27,15.46,Economic Offence,Cheatings,236,2021,52.3
1267,Suryapet,10.99,30.94,Economic Offence,Cheatings,340,2021,26.4
1268,Vikarabad,9.41,12.86,Economic Offence,Cheatings,121,2021,137.3
1269,Wanaparthy,5.77,15.25,Economic Offence,Cheatings,88,2021,29.4
1270,RP Secunderabad,,,Economic Offence,Cheatings,5,2021,150
1271,CID,,,Economic Offence,Cheatings,4,2021,-50
1272,Cyberabad,62,0.03,Economic Offence,Counterfeit,2,2021,0
1273,Hyderabad,39.43,0.15,Economic Offence,Counterfeit,6,2021,50
1274,Karimnagar,10.05,0,Economic Offence,Counterfeit,0,2021,0
1275,Khammam,15.59,0,Economic Offence,Counterfeit,0,2021,-100
1276,Nizamabad,15.71,0,Economic Offence,Counterfeit,0,2021,0
1277,Rachakonda,52,0.02,Economic Offence,Counterfeit,1,2021,0
1278,Ramagundam,16.02,0.06,Economic Offence,Counterfeit,1,2021,0
1279,Siddipet,10.55,0,Economic Offence,Counterfeit,0,2021,0
1280,Warangal,23.65,0.04,Economic Offence,Counterfeit,1,2021,0
1281,Adilabad,8.51,0,Economic Offence,Counterfeit,0,2021,0
1282,Bhadradri Kothagudem,13.96,0,Economic Offence,Counterfeit,0,2021,0
1283,Jagtial,9.85,0,Economic Offence,Counterfeit,0,2021,0
1284,Jayashankar Bhupalpally,4.5,0,Economic Offence,Counterfeit,0,2021,0
1285,Jogulamba Gadwal,6.09,0,Economic Offence,Counterfeit,0,2021,0
1286,Kamareddy,9.94,0.1,Economic Offence,Counterfeit,1,2021,0
1287,Kumaram Bheem Asifabad,5.38,0.19,Economic Offence,Counterfeit,1,2021,0
1288,Mahabubabad,7.74,0,Economic Offence,Counterfeit,0,2021,-100
1289,Mahabubnagar,9.16,0,Economic Offence,Counterfeit,0,2021,0
1290,Medak,7.67,0,Economic Offence,Counterfeit,0,2021,0
1291,Mulugu,2.94,0,Economic Offence,Counterfeit,0,2021,0
1292,Nagarkurnool,8.61,0,Economic Offence,Counterfeit,0,2021,0
1293,Nalgonda,16.18,0,Economic Offence,Counterfeit,0,2021,-100
1294,Narayanpet,5.66,0,Economic Offence,Counterfeit,0,2021,0
1295,Nirmal,7.09,0,Economic Offence,Counterfeit,0,2021,0
1296,Rajanna Sircilla,5.98,0.17,Economic Offence,Counterfeit,1,2021,0
1297,Sanga Reddy,15.27,0.13,Economic Offence,Counterfeit,2,2021,0
1298,Suryapet,10.99,0,Economic Offence,Counterfeit,0,2021,-100
1299,Vikarabad,9.41,0,Economic Offence,Counterfeit,0,2021,0
1300,Wanaparthy,5.77,0,Economic Offence,Counterfeit,0,2021,0
1301,RP Secunderabad,,,Economic Offence,Counterfeit,,2021,0
1302,CID,,,Economic Offence,Counterfeit,,2021,0
1303,Cyberabad,62,2.47,Economic Offence,Criminal Breach of Trust,153,2021,-5
1304,Hyderabad,39.43,3.91,Economic Offence,Criminal Breach of Trust,154,2021,41.3
1305,Karimnagar,10.05,1.69,Economic Offence,Criminal Breach of Trust,17,2021,325
1306,Khammam,15.59,1.09,Economic Offence,Criminal Breach of Trust,17,2021,-22.7
1307,Nizamabad,15.71,0.38,Economic Offence,Criminal Breach of Trust,6,2021,-40
1308,Rachakonda,52,1.65,Economic Offence,Criminal Breach of Trust,86,2021,21.1
1309,Ramagundam,16.02,0.37,Economic Offence,Criminal Breach of Trust,6,2021,-25
1310,Siddipet,10.55,0.66,Economic Offence,Criminal Breach of Trust,7,2021,40
1311,Warangal,23.65,0.13,Economic Offence,Criminal Breach of Trust,3,2021,200
1312,Adilabad,8.51,0.12,Economic Offence,Criminal Breach of Trust,1,2021,-87.5
1313,Bhadradri Kothagudem,13.96,1.58,Economic Offence,Criminal Breach of Trust,22,2021,0
1314,Jagtial,9.85,1.02,Economic Offence,Criminal Breach of Trust,10,2021,25
1315,Jayashankar Bhupalpally,4.5,0.44,Economic Offence,Criminal Breach of Trust,2,2021,0
1316,Jogulamba Gadwal,6.09,0.16,Economic Offence,Criminal Breach of Trust,1,2021,-80
1317,Kamareddy,9.94,0.91,Economic Offence,Criminal Breach of Trust,9,2021,-30.8
1318,Kumaram Bheem Asifabad,5.38,0,Economic Offence,Criminal Breach of Trust,0,2021,-100
1319,Mahabubabad,7.74,0.52,Economic Offence,Criminal Breach of Trust,4,2021,-42.9
1320,Mahabubnagar,9.16,0.22,Economic Offence,Criminal Breach of Trust,2,2021,0
1321,Medak,7.67,1.83,Economic Offence,Criminal Breach of Trust,14,2021,0
1322,Mulugu,2.94,0.68,Economic Offence,Criminal Breach of Trust,2,2021,100
1323,Nagarkurnool,8.61,0.23,Economic Offence,Criminal Breach of Trust,2,2021,-75
1324,Nalgonda,16.18,0.49,Economic Offence,Criminal Breach of Trust,8,2021,-52.9
1325,Narayanpet,5.66,0.35,Economic Offence,Criminal Breach of Trust,2,2021,0
1326,Nirmal,7.09,1.97,Economic Offence,Criminal Breach of Trust,14,2021,180
1327,Rajanna Sircilla,5.98,1.17,Economic Offence,Criminal Breach of Trust,7,2021,40
1328,Sanga Reddy,15.27,0.39,Economic Offence,Criminal Breach of Trust,6,2021,20
1329,Suryapet,10.99,1.09,Economic Offence,Criminal Breach of Trust,12,2021,50
1330,Vikarabad,9.41,0.21,Economic Offence,Criminal Breach of Trust,2,2021,0
1331,Wanaparthy,5.77,1.04,Economic Offence,Criminal Breach of Trust,6,2021,-53.8
1332,RP Secunderabad,,,Economic Offence,Criminal Breach of Trust,0,2021,0
1333,CID,,,Economic Offence,Criminal Breach of Trust,2,2021,0
1334,Cyberabad,62,14.32,Property Crime,Burglaries,888,2021,44.2
1335,Hyderabad,39.43,9.13,Property Crime,Burglaries,360,2021,2
1336,Karimnagar,10.05,8.56,Property Crime,Burglaries,86,2021,26.5
1337,Khammam,15.59,15.46,Property Crime,Burglaries,241,2021,73.4
1338,Nizamabad,15.71,11.78,Property Crime,Burglaries,185,2021,-8.9
1339,Rachakonda,52,14.62,Property Crime,Burglaries,760,2021,21.8
1340,Ramagundam,16.02,11.24,Property Crime,Burglaries,180,2021,40.6
1341,Siddipet,10.55,17.44,Property Crime,Burglaries,184,2021,-9.8
1342,Warangal,23.65,8.29,Property Crime,Burglaries,196,2021,26.5
1343,Adilabad,8.51,5.99,Property Crime,Burglaries,51,2021,50
1344,Bhadradri Kothagudem,13.96,11.1,Property Crime,Burglaries,155,2021,5.4
1345,Jagtial,9.85,12.28,Property Crime,Burglaries,121,2021,128.3
1346,Jayashankar Bhupalpally,4.5,4.89,Property Crime,Burglaries,22,2021,-15.4
1347,Jogulamba Gadwal,6.09,8.87,Property Crime,Burglaries,54,2021,54.3
1348,Kamareddy,9.94,17.81,Property Crime,Burglaries,177,2021,4.7
1349,Kumaram Bheem Asifabad,5.38,4.46,Property Crime,Burglaries,24,2021,-25
1350,Mahabubabad,7.74,8.53,Property Crime,Burglaries,66,2021,-2.9
1351,Mahabubnagar,9.16,12.01,Property Crime,Burglaries,110,2021,25
1352,Medak,7.67,16.04,Property Crime,Burglaries,123,2021,48.2
1353,Mulugu,2.94,6.46,Property Crime,Burglaries,19,2021,-13.6
1354,Nagarkurnool,8.61,6.62,Property Crime,Burglaries,57,2021,-1.7
1355,Nalgonda,16.18,7.91,Property Crime,Burglaries,128,2021,12.3
1356,Narayanpet,5.66,4.59,Property Crime,Burglaries,26,2021,73.3
1357,Nirmal,7.09,10.58,Property Crime,Burglaries,75,2021,78.6
1358,Rajanna Sircilla,5.98,9.03,Property Crime,Burglaries,54,2021,20
1359,Sanga Reddy,15.27,13.29,Property Crime,Burglaries,203,2021,8
1360,Suryapet,10.99,7.92,Property Crime,Burglaries,87,2021,19.2
1361,Vikarabad,9.41,11.48,Property Crime,Burglaries,108,2021,27.1
1362,Wanaparthy,5.77,5.72,Property Crime,Burglaries,33,2021,-15.4
1363,RP Secunderabad,,,Property Crime,Burglaries,0,2021,0
1364,CID,,,Property Crime,Burglaries,,2021,0
1365,Cyberabad,62,0.19,Property Crime,Dacoities,12,2021,50
1366,Hyderabad,39.43,0.28,Property Crime,Dacoities,11,2021,120
1367,Karimnagar,10.05,0.1,Property Crime,Dacoities,1,2021,0
1368,Khammam,15.59,0,Property Crime,Dacoities,0,2021,-100
1369,Nizamabad,15.71,0,Property Crime,Dacoities,0,2021,-100
1370,Rachakonda,52,0.12,Property Crime,Dacoities,6,2021,50
1371,Ramagundam,16.02,0.06,Property Crime,Dacoities,1,2021,0
1372,Siddipet,10.55,0,Property Crime,Dacoities,0,2021,-100
1373,Warangal,23.65,0.08,Property Crime,Dacoities,2,2021,-50
1374,Adilabad,8.51,0.12,Property Crime,Dacoities,1,2021,0
1375,Bhadradri Kothagudem,13.96,0.07,Property Crime,Dacoities,1,2021,-50
1376,Jagtial,9.85,0,Property Crime,Dacoities,0,2021,-100
1377,Jayashankar Bhupalpally,4.5,0,Property Crime,Dacoities,0,2021,0
1378,Jogulamba Gadwal,6.09,0,Property Crime,Dacoities,0,2021,0
1379,Kamareddy,9.94,0,Property Crime,Dacoities,0,2021,0
1380,Kumaram Bheem Asifabad,5.38,0,Property Crime,Dacoities,0,2021,-100
1381,Mahabubabad,7.74,0,Property Crime,Dacoities,0,2021,0
1382,Mahabubnagar,9.16,0,Property Crime,Dacoities,0,2021,0
1383,Medak,7.67,0.13,Property Crime,Dacoities,1,2021,0
1384,Mulugu,2.94,0,Property Crime,Dacoities,0,2021,0
1385,Nagarkumool,8.61,0,Property Crime,Dacoities,0,2021,0
1386,Nalgonda,16.18,0,Property Crime,Dacoities,0,2021,0
1387,Narayanpet,5.66,0,Property Crime,Dacoities,0,2021,0
1388,Nirmal,7.09,0,Property Crime,Dacoities,0,2021,-100
1389,Rajanna Sircilla,5.98,0,Property Crime,Dacoities,0,2021,0
1390,Sanga Reddy,15.27,0.2,Property Crime,Dacoities,3,2021,0
1391,Suryapet,10.99,0,Property Crime,Dacoities,0,2021,0
1392,Vikarabad,9.41,0.32,Property Crime,Dacoities,3,2021,200
1393,Wanaparthy,5.77,0,Property Crime,Dacoities,0,2021,0
1394,RP Secunderabad,,,Property Crime,Dacoities,0,2021,0
1395,CID,,,Property Crime,Dacoities,,2021,0
1396,Cyberabad,62,0.26,Property Crime,Murder for gain,16,2021,100
1397,Hyderabad,39.43,0.2,Property Crime,Murder for gain,8,2021,100
1398,Karimnagar,10.05,0.1,Property Crime,Murder for gain,1,2021,-50
1399,Khammam,15.59,0,Property Crime,Murder for gain,0,2021,-100
1400,Nizamabad,15.71,0.38,Property Crime,Murder for gain,6,2021,20
1401,Rachakonda,52,0.12,Property Crime,Murder for gain,6,2021,200
1402,Ramagundam,16.02,0.12,Property Crime,Murder for gain,2,2021,0
1403,Siddipet,10.55,0.28,Property Crime,Murder for gain,3,2021,0
1404,Warangal,23.65,0.04,Property Crime,Murder for gain,1,2021,0
1405,Adilabad,8.51,0,Property Crime,Murder for gain,0,2021,0
1406,Bhadradri Kothagudem,13.96,0.21,Property Crime,Murder for gain,3,2021,200
1407,Jagtial,9.85,0.1,Property Crime,Murder for gain,1,2021,0
1408,Jayashankar Bhupalpally,4.5,0.22,Property Crime,Murder for gain,1,2021,0
1409,Jogulamba Gadwal,6.09,0,Property Crime,Murder for gain,0,2021,0
1410,Kamareddy,9.94,0.8,Property Crime,Murder for gain,8,2021,300
1411,Kumaram Bheem Asifabad,5.38,0.19,Property Crime,Murder for gain,1,2021,-50
1412,Mahabubabad,7.74,0,Property Crime,Murder for gain,0,2021,0
1413,Mahabubnagar,9.16,0.55,Property Crime,Murder for gain,5,2021,150
1414,Medak,7.67,0.91,Property Crime,Murder for gain,7,2021,600
1415,Mulugu,2.94,0,Property Crime,Murder for gain,0,2021,0
1416,Nagarkumool,8.61,0.23,Property Crime,Murder for gain,2,2021,0
1417,Nalgonda,16.18,0,Property Crime,Murder for gain,0,2021,-100
1418,Narayanpet,5.66,0.53,Property Crime,Murder for gain,3,2021,0
1419,Nirmal,7.09,0.14,Property Crime,Murder for gain,1,2021,0
1420,Rajanna Sircilla,5.98,0,Property Crime,Murder for gain,0,2021,0
1421,Sanga Reddy,15.27,0.98,Property Crime,Murder for gain,15,2021,200
1422,Suryapet,10.99,0.18,Property Crime,Murder for gain,2,2021,100
1423,Vikarabad,9.41,0.43,Property Crime,Murder for gain,4,2021,0
1424,Wanaparthy,5.77,0,Property Crime,Murder for gain,0,2021,0
1425,RP Secunderabad,,,Property Crime,Murder for gain,0,2021,0
1426,CID,,,Property Crime,Murder for gain,,2021,0
1427,Cyberabad,62,61.84,Property Crime,ordinary thefts,3834,2021,109.1
1428,Hyderabad,39.43,58.1,Property Crime,ordinary thefts,2291,2021,23.1
1429,Karimnagar,10.05,11.14,Property Crime,ordinary thefts,112,2021,-18.8
1430,Khammam,15.59,17.96,Property Crime,ordinary thefts,280,2021,37.9
1431,Nizamabad,15.71,29.85,Property Crime,ordinary thefts,469,2021,17
1432,Rachakonda,52,37.63,Property Crime,ordinary thefts,1957,2021,55.8
1433,Ramagundam,16.02,22.53,Property Crime,ordinary thefts,361,2021,38.3
1434,Siddipet,10.55,50.33,Property Crime,ordinary thefts,531,2021,44.7
1435,Warangal,23.65,19.28,Property Crime,ordinary thefts,456,2021,89.2
1436,Adilabad,8.51,8.58,Property Crime,ordinary thefts,73,2021,-17
1437,Bhadradri Kothagudem,13.96,14.76,Property Crime,ordinary thefts,206,2021,41.1
1438,Jagtial,9.85,16.55,Property Crime,ordinary thefts,163,2021,73.4
1439,Jayashankar Bhupalpally,4.5,6.22,Property Crime,ordinary thefts,28,2021,-31.7
1440,Jogulamba Gadwal,6.09,45.32,Property Crime,ordinary thefts,276,2021,31.4
1441,Kamareddy,9.94,28.87,Property Crime,ordinary thefts,287,2021,32.3
1442,Kumaram Bheem Asifabad,5.38,12.08,Property Crime,ordinary thefts,65,2021,-24.4
1443,Mahabubabad,7.74,8.01,Property Crime,ordinary thefts,62,2021,-26.2
1444,Mahabubnagar,9.16,19,Property Crime,ordinary thefts,174,2021,42.6
1445,Medak,7.67,26.08,Property Crime,ordinary thefts,200,2021,42.9
1446,Mulugu,2.94,9.52,Property Crime,ordinary thefts,28,2021,-31.7
1447,Nagarkurnool,8.61,11.85,Property Crime,ordinary thefts,102,2021,12.1
1448,Nalgonda,16.18,11.43,Property Crime,ordinary thefts,185,2021,30.3
1449,Narayanpet,5.66,8.66,Property Crime,ordinary thefts,49,2021,8.9
1450,Nirmal,7.09,12.41,Property Crime,ordinary thefts,88,2021,-8.3
1451,Rajanna Sircilla,5.98,14.21,Property Crime,ordinary thefts,85,2021,32.8
1452,Sanga Reddy,15.27,21.74,Property Crime,ordinary thefts,332,2021,1.2
1453,Suryapet,10.99,22.02,Property Crime,ordinary thefts,242,2021,76.6
1454,Vikarabad,9.41,13.28,Property Crime,ordinary thefts,125,2021,10.6
1455,Wanaparthy,5.77,26.52,Property Crime,ordinary thefts,153,2021,3.4
1456,RP Secunderabad,,,Property Crime,ordinary thefts,423,2021,64.6
1457,CID,,,Property Crime,ordinary thefts,,2021,0
1458,Cyberabad,62,2.44,Property Crime,Robberies,151,2021,88.8
1459,Hyderabad,39.43,1.95,Property Crime,Robberies,77,2021,-1.3
1460,Karimnagar,10.05,0.4,Property Crime,Robberies,4,2021,0
1461,Khammam,15.59,0.71,Property Crime,Robberies,11,2021,-15.4
1462,Nizamabad,15.71,0.38,Property Crime,Robberies,6,2021,-33.3
1463,Rachakonda,52,1.85,Property Crime,Robberies,96,2021,71.4
1464,Ramagundam,16.02,0.31,Property Crime,Robberies,5,2021,150
1465,Siddipet,10.55,0.57,Property Crime,Robberies,6,2021,-25
1466,Warangal,23.65,1.14,Property Crime,Robberies,27,2021,285.7
1467,Adilabad,8.51,0.47,Property Crime,Robberies,4,2021,33.3
1468,Bhadradri Kothagudem,13.96,0.5,Property Crime,Robberies,7,2021,16.7
1469,Jagtial,9.85,1.12,Property Crime,Robberies,11,2021,-21.4
1470,Jayashankar Bhupalpally,4.5,0.67,Property Crime,Robberies,3,2021,200
1471,Jogulamba Gadwal,6.09,0.49,Property Crime,Robberies,3,2021,50
1472,Kamareddy,9.94,1.21,Property Crime,Robberies,12,2021,33.3
1473,Kumaram Bheem Asifabad,5.38,0,Property Crime,Robberies,0,2021,-100
1474,Mahabubabad,7.74,0.13,Property Crime,Robberies,1,2021,-66.7
1475,Mahabubnagar,9.16,0,Property Crime,Robberies,0,2021,-100
1476,Medak,7.67,0.26,Property Crime,Robberies,2,2021,0
1477,Mulugu,2.94,0.34,Property Crime,Robberies,1,2021,0
1478,Nagarkurnool,8.61,0.23,Property Crime,Robberies,2,2021,0
1479,Nalgonda,16.18,0.56,Property Crime,Robberies,9,2021,-25
1480,Narayanpet,5.66,0.18,Property Crime,Robberies,1,2021,0
1481,Nirmal,7.09,0.14,Property Crime,Robberies,1,2021,0
1482,Rajanna Sircilla,5.98,2.01,Property Crime,Robberies,12,2021,500
1483,Sanga Reddy,15.27,0.33,Property Crime,Robberies,5,2021,-58.3
1484,Suryapet,10.99,0.45,Property Crime,Robberies,5,2021,150
1485,Vikarabad,9.41,0.74,Property Crime,Robberies,7,2021,600
1486,Wanaparthy,5.77,0,Property Crime,Robberies,0,2021,-100
1487,RP Secunderabad,,,Property Crime,Robberies,6,2021,-33.3
1488,CID,,,Property Crime,Robberies,,2021,0
